schema_name,table_name,column_id,column_name,data_type,max_length,precision,scale,is_nullable,is_identity,is_computed
model,execution_authority_version,5,definition_digest,binary,32,0,0,0,0,0
model,execution_authority_version,6,authority_profile,nvarchar,400,0,0,0,0,0
model,execution_authority_version,7,object_kind,varchar,64,0,0,0,0,0
model,execution_authority_version,8,_owner_definition_pk,bigint,8,19,0,0,0,0
model,execution_authority_version,9,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,execution_authority_version,10,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,execution_operation,1,execution_operation_pk,bigint,8,19,0,0,1,0
model,execution_operation,2,execution_authority_version_pk,bigint,8,19,0,0,0,0
model,execution_operation,3,operation_id,nvarchar,400,0,0,1,0,0
model,execution_operation,4,ordinal,int,4,10,0,0,0,0
model,execution_operation,5,operation_kind,varchar,64,0,0,0,0,0
model,execution_operation,6,_owner_definition_pk,bigint,8,19,0,0,0,0
model,execution_operation,7,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,execution_operation,8,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,expression_semantic_reference,1,expression_node_pk,bigint,8,19,0,0,0,0
model,expression_semantic_reference,2,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,expression_semantic_reference,3,expected_kind,varchar,64,0,0,0,0,0
model,expression_semantic_reference,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,expression_semantic_reference,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,expression_semantic_reference,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,feature,1,feature_pk,bigint,8,19,0,0,1,0
model,feature,2,namespace_pk,bigint,8,19,0,0,0,0
model,feature,3,feature_id,nvarchar,400,0,0,0,0,0
model,feature,5,semantic_object_pk,bigint,8,19,0,0,0,0
model,feature,6,object_kind,varchar,64,0,0,0,0,0
model,feature_scenario,1,feature_version_pk,bigint,8,19,0,0,0,0
model,feature_scenario,2,scenario_pk,bigint,8,19,0,0,0,0
model,feature_scenario,3,scenario_version_pk,bigint,8,19,0,0,0,0
model,feature_scenario,4,capability_pk,bigint,8,19,0,0,0,0
model,feature_scenario,5,ordinal,int,4,10,0,0,0,0
model,feature_version,1,feature_version_pk,bigint,8,19,0,0,1,0
model,feature_version,2,feature_pk,bigint,8,19,0,0,0,0
model,feature_version,3,capability_pk,bigint,8,19,0,0,0,0
model,feature_version,4,semantic_object_pk,bigint,8,19,0,0,0,0
model,feature_version,5,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,feature_version,6,definition_digest,binary,32,0,0,0,0,0
model,feature_version,7,name,nvarchar,-1,0,0,1,0,0
model,feature_version,8,source_profile,nvarchar,400,0,0,0,0,0
model,feature_version,9,object_kind,varchar,64,0,0,0,0,0
model,feature_version,10,_owner_definition_pk,bigint,8,19,0,0,0,0
model,feature_version,11,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,fixture,1,fixture_pk,bigint,8,19,0,0,1,0
model,fixture,2,owner_definition_pk,bigint,8,19,0,0,0,0
model,fixture,3,fixture_id,nvarchar,400,0,0,0,0,0
model,fixture,4,fixture_profile,nvarchar,400,0,0,0,0,0
model,fixture,5,semantic_object_pk,bigint,8,19,0,0,0,0
model,fixture,6,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,fixture,7,namespace_pk,bigint,8,19,0,0,0,0
model,fixture,8,definition_digest,binary,32,0,0,0,0,0
model,fixture,9,object_kind,varchar,64,0,0,0,0,0
model,fixture,10,_owner_definition_pk,bigint,8,19,0,0,0,0
model,fixture,11,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,fixture,12,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,fixture_assertion,1,fixture_assertion_pk,bigint,8,19,0,0,1,0
model,fixture_assertion,2,fixture_case_pk,bigint,8,19,0,0,0,0
model,fixture_assertion,3,ordinal,int,4,10,0,0,0,0
model,fixture_assertion,4,condition_id,nvarchar,400,0,0,1,0,0
model,fixture_assertion,5,path,nvarchar,-1,0,0,0,0,0
model,fixture_assertion,6,operator,nvarchar,400,0,0,0,0,0
model,fixture_assertion,7,expected_value_content_pk,bigint,8,19,0,0,0,0
model,fixture_assertion,8,_owner_definition_pk,bigint,8,19,0,0,0,0
model,fixture_assertion,9,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,fixture_assertion,10,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,fixture_assertion_condition,1,fixture_assertion_pk,bigint,8,19,0,0,0,0
model,fixture_assertion_condition,2,observable_condition_pk,bigint,8,19,0,0,0,0
model,fixture_assertion_condition,3,_owner_definition_pk,bigint,8,19,0,0,0,0
model,fixture_assertion_condition,4,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,fixture_assertion_condition,5,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,fixture_case,1,fixture_case_pk,bigint,8,19,0,0,1,0
model,fixture_case,2,fixture_pk,bigint,8,19,0,0,0,0
model,fixture_case,3,case_id,nvarchar,400,0,0,1,0,0
model,fixture_case,4,ordinal,int,4,10,0,0,0,0
model,fixture_case,5,input_content_pk,bigint,8,19,0,0,0,0
model,fixture_case,6,expected_disposition,nvarchar,400,0,0,1,0,0
model,fixture_case,7,terminal_scenario_version_pk,bigint,8,19,0,1,0,0
model,fixture_case,8,_owner_definition_pk,bigint,8,19,0,0,0,0
model,fixture_case,9,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,fixture_case,10,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,fixture_port_outcome,1,fixture_case_pk,bigint,8,19,0,0,0,0
model,fixture_port_outcome,2,port_version_pk,bigint,8,19,0,0,0,0
model,fixture_port_outcome,3,ordinal,int,4,10,0,0,0,0
model,fixture_port_outcome,4,content_object_pk,bigint,8,19,0,0,0,0
model,fixture_port_outcome,5,_owner_definition_pk,bigint,8,19,0,0,0,0
model,fixture_port_outcome,6,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,fixture_port_outcome,7,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,fixture_scenario_step,1,fixture_case_pk,bigint,8,19,0,0,0,0
model,fixture_scenario_step,2,ordinal,int,4,10,0,0,0,0
model,fixture_scenario_step,3,scenario_version_pk,bigint,8,19,0,0,0,0
model,fixture_scenario_step,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,fixture_scenario_step,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,fixture_scenario_step,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,identity_namespace,1,namespace_pk,bigint,8,19,0,0,1,0
model,identity_namespace,2,namespace_kind,varchar,64,0,0,0,0,0
model,identity_namespace,3,namespace_id,nvarchar,400,0,0,0,0,0
model,mechanic,1,mechanic_pk,bigint,8,19,0,0,1,0
model,mechanic,2,namespace_pk,bigint,8,19,0,0,0,0
model,mechanic,3,mechanic_id,nvarchar,400,0,0,0,0,0
model,mechanic,4,semantic_object_pk,bigint,8,19,0,0,0,0
model,mechanic,5,object_kind,varchar,64,0,0,0,0,0
model,mechanic_version,1,mechanic_version_pk,bigint,8,19,0,0,1,0
model,mechanic_version,2,mechanic_pk,bigint,8,19,0,0,0,0
model,mechanic_version,3,semantic_object_pk,bigint,8,19,0,0,0,0
model,mechanic_version,4,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,mechanic_version,5,definition_digest,binary,32,0,0,0,0,0
model,mechanic_version,6,name,nvarchar,-1,0,0,1,0,0
model,mechanic_version,7,mechanic_kind,varchar,64,0,0,1,0,0
model,mechanic_version,8,definition_profile,nvarchar,400,0,0,0,0,0
model,mechanic_version,9,object_kind,varchar,64,0,0,0,0,0
model,mechanic_version,10,_owner_definition_pk,bigint,8,19,0,0,0,0
model,mechanic_version,11,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,mechanic_version,12,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,namespace_owner,1,namespace_pk,bigint,8,19,0,0,0,0
model,namespace_owner,2,owner_semantic_object_pk,bigint,8,19,0,0,0,0
model,namespace_owner,3,scope_kind,varchar,64,0,0,0,0,0
model,observable_condition,1,observable_condition_pk,bigint,8,19,0,0,1,0
model,observable_condition,2,owner_definition_pk,bigint,8,19,0,0,0,0
model,observable_condition,3,condition_id,nvarchar,400,0,0,0,0,0
model,observable_condition,4,statement,nvarchar,-1,0,0,1,0,0
model,observable_condition,5,semantic_object_pk,bigint,8,19,0,0,0,0
model,observable_condition,6,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,observable_condition,7,namespace_pk,bigint,8,19,0,0,0,0
model,observable_condition,8,definition_digest,binary,32,0,0,0,0,0
model,observable_condition,9,object_kind,varchar,64,0,0,0,0,0
model,observable_condition,10,_owner_definition_pk,bigint,8,19,0,0,0,0
model,observable_condition,11,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,observable_condition,12,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,observed_execution_scenario_invocation,1,source_observation_pk,bigint,8,19,0,0,0,0
model,observed_execution_scenario_invocation,2,execution_authority_ref,nvarchar,-1,0,0,1,0,0
model,observed_execution_scenario_invocation,3,operation_ordinal,int,4,10,0,0,0,0
model,observed_execution_scenario_invocation,4,target_scenario_ref,nvarchar,-1,0,0,1,0,0
model,observed_invocation_resolution,1,estate_model_pk,bigint,8,19,0,0,0,0
model,observed_invocation_resolution,2,source_observation_pk,bigint,8,19,0,0,0,0
model,observed_invocation_resolution,3,execution_operation_pk,bigint,8,19,0,0,0,0
model,observed_semantic_graph_transition,1,source_observation_pk,bigint,8,19,0,0,0,0
model,observed_semantic_graph_transition,2,transition_id,nvarchar,400,0,0,1,0,0
model,observed_semantic_graph_transition,3,from_scenario_ref,nvarchar,-1,0,0,1,0,0
model,observed_semantic_graph_transition,4,from_outcome_ref,nvarchar,-1,0,0,1,0,0
model,observed_semantic_graph_transition,5,to_scenario_ref,nvarchar,-1,0,0,1,0,0
model,observed_semantic_graph_transition,6,to_input_ref,nvarchar,-1,0,0,1,0,0
model,observed_semantic_graph_transition,7,declared_topology,nvarchar,400,0,0,1,0,0
model,observed_semantic_graph_transition,8,declared_progress,nvarchar,400,0,0,1,0,0
model,observed_semantic_graph_transition,9,selected_variant_ref,nvarchar,-1,0,0,1,0,0
model,observed_transition_resolution,1,estate_model_pk,bigint,8,19,0,0,0,0
model,observed_transition_resolution,2,source_observation_pk,bigint,8,19,0,0,0,0
model,observed_transition_resolution,3,source_scenario_version_pk,bigint,8,19,0,0,0,0
model,observed_transition_resolution,4,target_scenario_version_pk,bigint,8,19,0,0,0,0
model,observed_transition_resolution,5,selecting_variant_pk,bigint,8,19,0,1,0,0
model,operation_mechanic,1,execution_operation_pk,bigint,8,19,0,0,0,0
model,operation_mechanic,2,mechanic_version_pk,bigint,8,19,0,0,0,0
model,operation_mechanic,3,role,varchar,64,0,0,0,0,0
model,operation_mechanic,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,operation_mechanic,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,operation_mechanic,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,operation_port_invocation,1,execution_operation_pk,bigint,8,19,0,0,0,0
model,operation_port_invocation,2,port_version_pk,bigint,8,19,0,0,0,0
model,operation_port_invocation,3,operation_kind,varchar,64,0,0,0,0,0
model,operation_port_invocation,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,operation_port_invocation,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,operation_port_invocation,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,operation_predecessor,1,execution_authority_version_pk,bigint,8,19,0,0,0,0
model,operation_predecessor,2,execution_operation_pk,bigint,8,19,0,0,0,0
model,operation_predecessor,3,predecessor_operation_pk,bigint,8,19,0,0,0,0
model,operation_predecessor,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,operation_predecessor,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,operation_predecessor,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,operation_scenario_invocation,1,execution_operation_pk,bigint,8,19,0,0,0,0
model,operation_scenario_invocation,2,target_scenario_version_pk,bigint,8,19,0,0,0,0
model,operation_scenario_invocation,3,operation_kind,varchar,64,0,0,0,0,0
model,operation_scenario_invocation,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,operation_scenario_invocation,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,operation_scenario_invocation,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,operation_state_projection,1,execution_operation_pk,bigint,8,19,0,0,0,0
model,operation_state_projection,2,transformation_version_pk,bigint,8,19,0,0,0,0
model,operation_state_projection,3,operation_kind,varchar,64,0,0,0,0,0
model,operation_state_projection,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,operation_state_projection,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,operation_state_projection,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,operation_transformation,1,execution_operation_pk,bigint,8,19,0,0,0,0
model,operation_transformation,2,transformation_version_pk,bigint,8,19,0,0,0,0
model,operation_transformation,3,role,varchar,64,0,0,0,0,0
model,operation_transformation,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,operation_transformation,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,operation_transformation,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,outcome_product,1,scenario_version_pk,bigint,8,19,0,0,0,0
model,outcome_product,2,product_definition_pk,bigint,8,19,0,0,0,0
model,outcome_product,3,_owner_definition_pk,bigint,8,19,0,0,0,0
model,outcome_product,4,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,outcome_product,5,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,outcome_variant,1,outcome_variant_pk,bigint,8,19,0,0,1,0
model,outcome_variant,2,scenario_version_pk,bigint,8,19,0,0,0,0
model,outcome_variant,3,variant_id,nvarchar,400,0,0,0,0,0
model,outcome_variant,4,terminal,bit,1,1,0,1,0,0
model,outcome_variant,5,_owner_definition_pk,bigint,8,19,0,0,0,0
model,outcome_variant,6,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,outcome_variant,7,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,outcome_variant,8,classification,varchar,16,0,0,1,0,0
model,outcome_variant_product,1,outcome_variant_pk,bigint,8,19,0,0,0,0
model,outcome_variant_product,2,product_definition_pk,bigint,8,19,0,0,0,0
model,outcome_variant_product,3,_owner_definition_pk,bigint,8,19,0,0,0,0
model,outcome_variant_product,4,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,outcome_variant_product,5,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,port,1,port_pk,bigint,8,19,0,0,1,0
model,port,2,namespace_pk,bigint,8,19,0,0,0,0
model,port,3,port_id,nvarchar,400,0,0,0,0,0
model,port,4,semantic_object_pk,bigint,8,19,0,0,0,0
model,port,5,object_kind,varchar,64,0,0,0,0,0
model,port_contract,1,port_version_pk,bigint,8,19,0,0,0,0
model,port_contract,2,direction,varchar,64,0,0,0,0,0
model,port_contract,3,member_ordinal,int,4,10,0,0,0,0
model,port_contract,4,role,nvarchar,400,0,0,1,0,0
model,port_contract,5,contract_version_pk,bigint,8,19,0,0,0,0
model,port_contract,6,_owner_definition_pk,bigint,8,19,0,0,0,0
model,port_contract,7,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,port_contract,8,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,port_version,1,port_version_pk,bigint,8,19,0,0,1,0
model,port_version,2,port_pk,bigint,8,19,0,0,0,0
model,port_version,3,semantic_object_pk,bigint,8,19,0,0,0,0
model,port_version,4,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,port_version,5,definition_digest,binary,32,0,0,0,0,0
model,port_version,6,name,nvarchar,-1,0,0,1,0,0
model,port_version,7,port_profile,nvarchar,400,0,0,0,0,0
model,port_version,8,object_kind,varchar,64,0,0,0,0,0
model,port_version,9,_owner_definition_pk,bigint,8,19,0,0,0,0
model,port_version,10,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,port_version,11,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,product,1,product_pk,bigint,8,19,0,0,1,0
model,product,2,namespace_pk,bigint,8,19,0,0,0,0
model,product,3,product_id,nvarchar,400,0,0,0,0,0
model,product,4,semantic_object_pk,bigint,8,19,0,0,0,0
model,product,5,object_kind,varchar,64,0,0,0,0,0
model,product_definition,1,product_definition_pk,bigint,8,19,0,0,1,0
model,product_definition,2,product_pk,bigint,8,19,0,0,0,0
model,product_definition,3,semantic_object_pk,bigint,8,19,0,0,0,0
model,product_definition,4,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,product_definition,5,definition_digest,binary,32,0,0,0,0,0
model,product_definition,6,name,nvarchar,-1,0,0,0,0,0
model,product_definition,7,contract_version_pk,bigint,8,19,0,1,0,0
model,product_definition,8,object_kind,varchar,64,0,0,0,0,0
model,product_definition,9,_owner_definition_pk,bigint,8,19,0,0,0,0
model,product_definition,10,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,product_definition,11,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,product_definition,12,contract_reference_state,varchar,64,0,0,0,0,0
model,proof_obligation,1,proof_obligation_pk,bigint,8,19,0,0,1,0
model,proof_obligation,2,owner_definition_pk,bigint,8,19,0,0,0,0
model,proof_obligation,3,proof_obligation_id,nvarchar,400,0,0,0,0,0
model,proof_obligation,4,obligation_kind,varchar,64,0,0,0,0,0
model,proof_obligation,5,statement,nvarchar,-1,0,0,1,0,0
model,proof_obligation,6,semantic_object_pk,bigint,8,19,0,0,0,0
model,proof_obligation,7,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,proof_obligation,8,namespace_pk,bigint,8,19,0,0,0,0
model,proof_obligation,9,definition_digest,binary,32,0,0,0,0,0
model,proof_obligation,10,object_kind,varchar,64,0,0,0,0,0
model,proof_obligation,11,_owner_definition_pk,bigint,8,19,0,0,0,0
model,proof_obligation,12,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,proof_obligation,13,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,proof_obligation_fixture,1,proof_obligation_pk,bigint,8,19,0,0,0,0
model,proof_obligation_fixture,2,fixture_case_pk,bigint,8,19,0,0,0,0
model,proof_obligation_fixture,3,role,varchar,64,0,0,0,0,0
model,proof_obligation_fixture,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,proof_obligation_fixture,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,proof_obligation_fixture,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,proof_obligation_subject,1,proof_obligation_pk,bigint,8,19,0,0,0,0
model,proof_obligation_subject,2,subject_definition_pk,bigint,8,19,0,0,0,0
model,proof_obligation_subject,3,role,varchar,64,0,0,0,0,0
model,proof_obligation_subject,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,proof_obligation_subject,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,proof_obligation_subject,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider,1,provider_pk,bigint,8,19,0,0,1,0
model,provider,2,namespace_pk,bigint,8,19,0,0,0,0
model,provider,3,provider_id,nvarchar,400,0,0,0,0,0
model,provider,4,semantic_object_pk,bigint,8,19,0,0,0,0
model,provider,5,object_kind,varchar,64,0,0,0,0,0
model,provider_binding,1,provider_binding_pk,bigint,8,19,0,0,1,0
model,provider_binding,2,provider_binding_scope_pk,bigint,8,19,0,0,0,0
model,provider_binding,3,provider_slot_pk,bigint,8,19,0,0,0,0
model,provider_binding,4,selection_policy,varchar,64,0,0,0,0,0
model,provider_binding,5,provider_definition_pk,bigint,8,19,0,0,0,0
model,provider_binding,6,ordinal,int,4,10,0,1,0,0
model,provider_binding,7,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_binding,8,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_binding,9,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_binding_scope,1,provider_binding_scope_pk,bigint,8,19,0,0,1,0
model,provider_binding_scope,2,provider_slot_pk,bigint,8,19,0,0,0,0
model,provider_binding_scope,3,binding_context_pk,bigint,8,19,0,1,0,0
model,provider_binding_scope,4,binding_role,nvarchar,400,0,0,1,0,0
model,provider_binding_scope,5,selection_policy,varchar,64,0,0,0,0,0
model,provider_binding_scope,6,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_binding_scope,7,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_binding_scope,8,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_capability_implementation,1,provider_definition_pk,bigint,8,19,0,0,0,0
model,provider_capability_implementation,2,capability_version_pk,bigint,8,19,0,0,0,0
model,provider_capability_implementation,3,role,varchar,64,0,0,0,0,0
model,provider_capability_implementation,4,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_capability_implementation,5,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_capability_implementation,6,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_definition,1,provider_definition_pk,bigint,8,19,0,0,1,0
model,provider_definition,2,provider_pk,bigint,8,19,0,0,0,0
model,provider_definition,3,semantic_object_pk,bigint,8,19,0,0,0,0
model,provider_definition,4,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,provider_definition,5,definition_digest,binary,32,0,0,0,0,0
model,provider_definition,6,name,nvarchar,-1,0,0,1,0,0
model,provider_definition,7,declaration_profile,nvarchar,400,0,0,0,0,0
model,provider_definition,8,object_kind,varchar,64,0,0,0,0,0
model,provider_definition,9,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_definition,10,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_definition,11,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_mechanic_implementation,1,provider_mechanic_implementation_pk,bigint,8,19,0,0,1,0
model,provider_mechanic_implementation,2,provider_definition_pk,bigint,8,19,0,0,0,0
model,provider_mechanic_implementation,3,mechanic_version_pk,bigint,8,19,0,0,0,0
model,provider_mechanic_implementation,4,provider_profile_version_pk,bigint,8,19,0,1,0,0
model,provider_mechanic_implementation,5,role,nvarchar,400,0,0,1,0,0
model,provider_mechanic_implementation,6,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_mechanic_implementation,7,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_mechanic_implementation,8,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_port_implementation,1,provider_port_implementation_pk,bigint,8,19,0,0,1,0
model,provider_port_implementation,2,provider_definition_pk,bigint,8,19,0,0,0,0
model,provider_port_implementation,3,port_version_pk,bigint,8,19,0,0,0,0
model,provider_port_implementation,4,provider_profile_version_pk,bigint,8,19,0,1,0,0
model,provider_port_implementation,5,role,nvarchar,400,0,0,1,0,0
model,provider_port_implementation,6,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_port_implementation,7,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_port_implementation,8,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_profile,1,provider_profile_pk,bigint,8,19,0,0,1,0
model,provider_profile,2,namespace_pk,bigint,8,19,0,0,0,0
model,provider_profile,3,provider_profile_id,nvarchar,400,0,0,0,0,0
model,provider_profile,4,semantic_object_pk,bigint,8,19,0,0,0,0
model,provider_profile,5,object_kind,varchar,64,0,0,0,0,0
model,provider_profile_constraint,1,provider_profile_version_pk,bigint,8,19,0,0,0,0
model,provider_profile_constraint,2,ordinal,int,4,10,0,0,0,0
model,provider_profile_constraint,3,constraint_kind,varchar,64,0,0,0,0,0
model,provider_profile_constraint,4,constraint_term,nvarchar,-1,0,0,0,0,0
model,provider_profile_constraint,5,operand_content_pk,bigint,8,19,0,1,0,0
model,provider_profile_constraint,6,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_profile_constraint,7,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_profile_constraint,8,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_profile_version,1,provider_profile_version_pk,bigint,8,19,0,0,1,0
model,provider_profile_version,2,provider_profile_pk,bigint,8,19,0,0,0,0
model,provider_profile_version,3,semantic_object_pk,bigint,8,19,0,0,0,0
model,provider_profile_version,4,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,provider_profile_version,5,definition_digest,binary,32,0,0,0,0,0
model,provider_profile_version,6,profile_name,nvarchar,-1,0,0,1,0,0
model,provider_profile_version,7,profile_authority,nvarchar,400,0,0,0,0,0
model,provider_profile_version,8,object_kind,varchar,64,0,0,0,0,0
model,provider_profile_version,9,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_profile_version,10,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_profile_version,11,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_slot,1,provider_slot_pk,bigint,8,19,0,0,1,0
model,provider_slot,2,blueprint_version_pk,bigint,8,19,0,0,0,0
model,provider_slot,3,slot_id,nvarchar,400,0,0,0,0,0
model,provider_slot,4,owner_node_pk,bigint,8,19,0,0,0,0
model,provider_slot,5,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_slot,6,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_slot,7,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,provider_slot_operation,1,provider_slot_pk,bigint,8,19,0,0,0,0
model,provider_slot_operation,2,execution_operation_pk,bigint,8,19,0,0,0,0
model,provider_slot_operation,3,_owner_definition_pk,bigint,8,19,0,0,0,0
model,provider_slot_operation,4,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,provider_slot_operation,5,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,scenario,1,scenario_pk,bigint,8,19,0,0,1,0
model,scenario,2,namespace_pk,bigint,8,19,0,0,0,0
model,scenario,3,scenario_id,nvarchar,400,0,0,0,0,0
model,scenario,4,semantic_object_pk,bigint,8,19,0,0,0,0
model,scenario,5,object_kind,varchar,64,0,0,0,0,0
model,scenario,6,capability_pk,bigint,8,19,0,0,0,0
model,scenario_event,1,scenario_version_pk,bigint,8,19,0,0,0,0
model,scenario_event,2,event_id,nvarchar,400,0,0,0,0,0
model,scenario_event,3,name,nvarchar,-1,0,0,1,0,0
model,scenario_event,4,responsibility,nvarchar,-1,0,0,0,0,0
model,scenario_event,5,execution_authority_version_pk,bigint,8,19,0,1,0,0
model,scenario_event,6,semantic_object_pk,bigint,8,19,0,0,0,0
model,scenario_event,7,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,scenario_event,8,namespace_pk,bigint,8,19,0,0,0,0
model,scenario_event,9,definition_digest,binary,32,0,0,0,0,0
model,scenario_event,10,object_kind,varchar,64,0,0,0,0,0
model,scenario_event,11,_owner_definition_pk,bigint,8,19,0,0,0,0
model,scenario_event,12,_canonical_pointer,nvarchar,400,0,0,0,0,0
model,scenario_event,13,_canonical_pointer_key,varbinary,800,0,0,1,0,1
model,scenario_event,14,authority_reference_state,varchar,64,0,0,0,0,0
model,scenario_input,1,scenario_version_pk,bigint,8,19,0,0,0,0
model,scenario_input,2,input_id,nvarchar,400,0,0,0,0,0
model,scenario_input,3,name,nvarchar,-1,0,0,1,0,0
model,scenario_input,4,input_contract_version_pk,bigint,8,19,0,1,0,0
model,scenario_input,5,semantic_object_pk,bigint,8,19,0,0,0,0
model,scenario_input,6,semantic_object_definition_pk,bigint,8,19,0,0,0,0
model,scenario_input,7,namespace_pk,bigint,8,19,0,0,0,0
model,scenario_input,8,definition_digest,binary,32,0,0,0,0,0
model,scenario_input,9,object_kind,varchar,64,0,0,0,0,0
model,scenario_input,10,_owner_definition_pk,bigint,8,19,0,0,0,0
